seed,model,stress_type,level,metric,value
102,RWF,reported_quality,0.15,macro_auroc,0.8210932999647994
102,RWF,reported_quality,0.15,nll,2.1683719420794305
102,RWF,reported_quality,0.15,aurc,0.2625193583092072
102,RWF,reported_quality,0.4,macro_auroc,0.7997250046708843
102,RWF,reported_quality,0.4,nll,2.5679608161000522
102,RWF,reported_quality,0.4,aurc,0.2944555738851583
102,RWF,reported_quality,0.7,macro_auroc,0.783459641517181
102,RWF,reported_quality,0.7,nll,2.910432285360049
102,RWF,reported_quality,0.7,aurc,0.32008740593683405
102,RWF,reported_quality,1.0,macro_auroc,0.772091253770442
102,RWF,reported_quality,1.0,nll,3.149957349479385
102,RWF,reported_quality,1.0,aurc,0.33674247710801325
102,CFA,severity,0.0,macro_auroc,0.844761416378068
102,CFA,severity,0.0,nll,1.6521342894781283
102,CFA,severity,0.0,aurc,0.23679149764112822
102,CFA,severity,1.0,macro_auroc,0.8285127590203377
102,CFA,severity,1.0,nll,1.8148139524944593
102,CFA,severity,1.0,aurc,0.26036975086603226
102,CFA,severity,2.0,macro_auroc,0.8078404532498524
102,CFA,severity,2.0,nll,2.1015230882491895
102,CFA,severity,2.0,aurc,0.28665405777912045
102,CFA,severity,3.0,macro_auroc,0.7908287303931264
102,CFA,severity,3.0,nll,2.4055314244089945
102,CFA,severity,3.0,aurc,0.31286396391025545
102,CFA,severity,4.0,macro_auroc,0.7764649904504507
102,CFA,severity,4.0,nll,2.667323336032775
102,CFA,severity,4.0,aurc,0.335857722780502
102,CFA,severity,5.0,macro_auroc,0.7652524232469898
102,CFA,severity,5.0,nll,2.8911285900718764
102,CFA,severity,5.0,aurc,0.35514252432428983
102,CFA,fraction,0.1,macro_auroc,0.8300683672781588
102,CFA,fraction,0.1,nll,1.8374463281421347
102,CFA,fraction,0.1,aurc,0.25875434779353734
102,CFA,fraction,0.25,macro_auroc,0.8101750254827152
102,CFA,fraction,0.25,nll,2.095467627850847
102,CFA,fraction,0.25,aurc,0.2881756421375494
102,CFA,fraction,0.4,macro_auroc,0.7908287303931264
102,CFA,fraction,0.4,nll,2.4055314244089945
102,CFA,fraction,0.4,aurc,0.31286396391025545
102,CFA,fraction,0.6,macro_auroc,0.7613021252170687
102,CFA,fraction,0.6,nll,2.8373248133593565
102,CFA,fraction,0.6,aurc,0.35742317605839236
102,CFA,fraction,0.8,macro_auroc,0.74749520949681
102,CFA,fraction,0.8,nll,3.1558709314845723
102,CFA,fraction,0.8,aurc,0.3766405780291772
102,CFA,fault_modality,0.0,macro_auroc,0.7908287303931264
102,CFA,fault_modality,0.0,nll,2.4055314244089945
102,CFA,fault_modality,0.0,aurc,0.31286396391025545
102,CFA,fault_modality,1.0,macro_auroc,0.794889700850964
102,CFA,fault_modality,1.0,nll,2.4183267185224766
102,CFA,fault_modality,1.0,aurc,0.3229630668778588
102,CFA,fault_modality,2.0,macro_auroc,0.7972602430396071
102,CFA,fault_modality,2.0,nll,2.3301695453217293
102,CFA,fault_modality,2.0,aurc,0.31759982284268695
102,CFA,fault_modality,3.0,macro_auroc,0.7649115282984839
102,CFA,fault_modality,3.0,nll,2.8775281872806238
102,CFA,fault_modality,3.0,aurc,0.3806534641830259
102,CFA,reported_quality,0.15,macro_auroc,0.8330558421140718
102,CFA,reported_quality,0.15,nll,1.7642867781044866
102,CFA,reported_quality,0.15,aurc,0.2551945562257171
102,CFA,reported_quality,0.4,macro_auroc,0.8166329589987952
102,CFA,reported_quality,0.4,nll,1.9735367833663757
102,CFA,reported_quality,0.4,aurc,0.27712301988601595
102,CFA,reported_quality,0.7,macro_auroc,0.8019040676710905
102,CFA,reported_quality,0.7,nll,2.2096261771605534
102,CFA,reported_quality,0.7,aurc,0.2978471779184645
102,CFA,reported_quality,1.0,macro_auroc,0.7908287303931264
102,CFA,reported_quality,1.0,nll,2.4055314244089945
102,CFA,reported_quality,1.0,aurc,0.31286396391025545
102,CRF_NR,severity,0.0,macro_auroc,0.8422114558921129
102,CRF_NR,severity,0.0,nll,1.7415570303930503
102,CRF_NR,severity,0.0,aurc,0.2497530029975224
102,CRF_NR,severity,1.0,macro_auroc,0.8257164916084081
102,CRF_NR,severity,1.0,nll,1.9060533886091737
102,CRF_NR,severity,1.0,aurc,0.2742667182214984
102,CRF_NR,severity,2.0,macro_auroc,0.805732832493638
102,CRF_NR,severity,2.0,nll,2.1997651464261554
102,CRF_NR,severity,2.0,aurc,0.30145523469316204
102,CRF_NR,severity,3.0,macro_auroc,0.7889745469846158
102,CRF_NR,severity,3.0,nll,2.500029447739214
102,CRF_NR,severity,3.0,aurc,0.3257679868590921
102,CRF_NR,severity,4.0,macro_auroc,0.7748391128221659
102,CRF_NR,severity,4.0,nll,2.762612313514689
102,CRF_NR,severity,4.0,aurc,0.3487274677710725
102,CRF_NR,severity,5.0,macro_auroc,0.763329245621763
102,CRF_NR,severity,5.0,nll,2.992985444216042
102,CRF_NR,severity,5.0,aurc,0.36629038495119615
102,CRF_NR,fraction,0.1,macro_auroc,0.8274609908739042
102,CRF_NR,fraction,0.1,nll,1.932494285547828
102,CRF_NR,fraction,0.1,aurc,0.271479824255446
102,CRF_NR,fraction,0.25,macro_auroc,0.8066306769472549
102,CRF_NR,fraction,0.25,nll,2.20623494593837
102,CRF_NR,fraction,0.25,aurc,0.30296871237094813
102,CRF_NR,fraction,0.4,macro_auroc,0.7889745469846158
102,CRF_NR,fraction,0.4,nll,2.500029447739214
102,CRF_NR,fraction,0.4,aurc,0.3257679868590921
102,CRF_NR,fraction,0.6,macro_auroc,0.7602762738034493
102,CRF_NR,fraction,0.6,nll,2.9521744239631307
102,CRF_NR,fraction,0.6,aurc,0.3694438575008285
102,CRF_NR,fraction,0.8,macro_auroc,0.7446861702543951
102,CRF_NR,fraction,0.8,nll,3.2928273497190843
102,CRF_NR,fraction,0.8,aurc,0.38987093046849725
102,CRF_NR,fault_modality,0.0,macro_auroc,0.7889745469846158
102,CRF_NR,fault_modality,0.0,nll,2.500029447739214
