subset,difference
all,0.00447789685904576
all,-0.0006135493520833535
all,4.500811920560288e-05
all,0.0003133713742889954
all,-0.0017647485939582541
all,0.0009235847806081665
all,9.832581914415162e-05
all,-0.004839083699251012
all,0.0042364235361627145
all,0.0002053896602833838
all,0.0012546656049331473
all,0.00051091315726981
all,-0.001958669389772405
all,0.0015037961824050372
all,-0.00015874523218450953
all,0.0019217706110360444
all,0.0017401258758728
all,-0.0002809195939306175
all,0.0034424920053161
all,-0.0017583913700166542
all,-0.00011557480501833695
all,0.0010792787302444928
all,-0.001456455179622007
all,0.001484523315929298
all,-0.0026040618582852115
all,-0.004571757168780555
all,0.00010932483847991836
all,-3.485163884897613e-05
all,0.002312137381103696
all,1.5121370707582571e-05
all,0.0006133514140415075
all,2.938007026820344e-05
all,0.004027184592310107
all,0.0005553731737421019
all,0.0020315821865917183
all,-0.001854521011263488
all,0.0012498865452557073
all,-0.0004183460958168128
all,-0.003965362067457567
all,-0.0026908906483548156
all,-3.0607796537296394e-05
all,0.001267136865841234
all,-0.0018332753300569493
all,0.005573667486419409
all,-0.0019013919398249701
all,0.002198662266024387
all,-0.0014852083255966209
all,0.0029885886035478926
all,-0.001104366895488873
all,-0.00019356973697914892
